	F1D3Q.sam.counts	F1DFM.sam.counts	F1DNM.sam.counts	F1N1Q.sam.counts	F1N3Q.sam.counts	F1NFM.sam.counts	F1NNM.sam.counts	F2D3Q.sam.counts	F2DFM.sam.counts	F2DNM.sam.counts	F2N1Q.sam.counts	F2N3Q.sam.counts	F2NFM.sam.counts	F2NNM.sam.counts	F3DFM.sam.counts	F3DNM.sam.counts	F3N1Q.sam.counts	F3N3Q.sam.counts	F3NFM.sam.counts	F3NNM.sam.counts	
isogroup60606	15	223	57	49	43	39	12	4	60	73	18	12	6	22	63	180	11	4	14	7	
isogroup60607	1	6	2	4	1	0	10	0	4	2	5	1	1	3	9	4	4	0	0	7	
isogroup60609	5	10	28	7	4	11	8	5	14	10	34	4	7	7	5	7	6	10	8	48	
isogroup6061	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
isogroup60610	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	
isogroup60611	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	
isogroup60612	1	1	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	
isogroup60613	6	14	1	1	11	1	4	7	1	7	4	3	1	2	5	2	2	3	3	1	
isogroup60614	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	2	0	1	1	
isogroup60615	0	2	0	2	2	2	2	0	1	2	2	1	1	2	2	0	1	0	0	0	
isogroup60616	2	10	7	8	5	6	8	4	9	8	8	0	16	8	7	7	7	6	3	2	
isogroup60618	1	12	7	12	15	11	15	2	14	10	13	8	9	7	8	6	21	5	9	13	
isogroup60619	0	0	0	0	0	1	0	0	2	0	3	1	3	0	3	0	0	3	2	2	
isogroup6062	16	32	19	16	29	19	16	13	24	19	35	19	34	19	33	24	35	34	37	20	
isogroup60620	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	2	1	0	0	
isogroup60621	2	10	5	6	14	8	8	2	2	8	7	12	8	5	7	3	10	5	5	9	
isogroup60622	2	2	4	0	4	3	7	1	6	5	4	1	3	3	3	0	4	3	0	2	
isogroup60623	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup60624	1	2	0	2	1	8	3	0	1	1	3	3	5	0	0	1	2	0	0	1	
isogroup60625	12	23	10	13	22	23	21	9	9	7	9	10	7	13	7	23	3	7	4	8	
isogroup60627	0	0	1	0	0	0	2	1	2	1	1	0	0	0	0	1	0	0	0	0	
isogroup60628	2	2	0	5	3	4	2	1	1	4	1	1	1	4	6	5	3	3	1	1	
isogroup60629	25	86	32	64	150	85	64	21	44	62	37	110	46	52	21	52	12	19	12	23	
isogroup6063	1	2	0	0	1	2	1	0	1	1	4	2	0	1	0	0	2	1	2	0	
isogroup60630	2	5	5	0	2	2	3	0	1	1	1	1	2	0	4	1	1	2	0	2	
isogroup60631	0	1	3	3	0	2	2	0	2	4	0	1	1	2	0	2	1	0	3	3	
isogroup60632	14	6	7	5	9	8	2	6	1	8	0	13	5	11	1	6	1	1	1	0	
isogroup60633	0	2	1	1	2	1	0	0	2	1	0	2	0	1	0	1	0	0	0	1	
isogroup60634	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60635	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	
isogroup60636	17	32	4	9	13	10	18	8	18	16	11	16	10	11	8	14	1	5	5	0	
isogroup60637	8	3	1	0	4	0	0	1	1	3	0	2	4	2	1	2	1	0	0	1	
isogroup60638	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
isogroup60639	0	1	4	2	0	3	0	0	2	2	4	0	3	0	2	0	2	1	4	14	
isogroup60640	3	5	7	0	0	2	4	0	1	2	1	2	2	0	4	8	2	1	1	7	
isogroup60641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup60642	3	8	2	1	15	3	4	0	3	0	2	2	1	2	2	6	3	1	0	1	
isogroup60643	44	35	12	15	37	23	13	15	13	19	9	14	13	16	9	12	5	6	3	2	
isogroup60644	135	322	70	189	381	301	271	105	171	270	94	349	107	181	58	273	31	71	25	30	
isogroup60645	9	10	5	6	12	7	17	8	11	14	6	8	13	3	8	7	4	8	5	2	
isogroup60646	231	275	113	238	482	411	337	213	133	286	257	391	186	240	97	278	93	140	93	97	
isogroup60647	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup60648	0	2	3	1	2	0	0	0	2	0	3	1	0	0	0	0	0	0	0	1	
isogroup60649	100	155	43	57	86	71	73	38	46	88	40	65	33	58	36	94	10	20	17	17	
isogroup6065	17	13	7	6	23	16	24	6	7	36	12	34	11	17	7	17	9	9	2	6	
isogroup60650	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	
isogroup60651	31	19	16	17	25	25	19	14	14	20	13	31	11	11	10	13	12	14	10	12	
isogroup60653	51	115	59	79	129	131	76	14	71	60	65	27	35	69	58	82	71	49	47	57	
isogroup60654	3	14	6	13	10	9	7	4	8	12	14	4	12	18	10	18	13	4	11	4	
isogroup60655	1	7	5	3	2	4	4	10	10	9	7	12	9	5	5	1	2	4	6	2	
isogroup60656	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	
isogroup60657	3	12	6	9	2	8	9	9	22	7	15	6	15	1	9	4	7	1	24	6	
isogroup60658	0	5	0	1	0	5	1	0	0	0	2	0	1	1	0	5	3	1	5	2	
isogroup60659	2	11	0	6	10	10	14	0	3	6	6	5	8	0	5	4	6	0	1	3	
isogroup6066	17	19	9	13	22	19	10	7	10	5	14	13	11	11	12	10	11	19	9	10	
isogroup60660	1	2	2	2	0	0	4	0	0	3	3	1	3	1	1	1	0	0	0	2	
isogroup60661	1	1	2	0	0	2	1	0	2	0	0	1	0	3	0	1	1	0	0	0	
isogroup60662	2	7	2	1	3	5	6	0	4	3	4	0	4	2	6	1	1	3	2	3	
isogroup60663	0	2	18	0	0	0	3	1	3	0	15	2	3	0	2	0	2	2	6	44	
isogroup60664	57	60	32	28	72	35	48	18	21	35	25	52	30	37	7	36	12	34	11	11	
isogroup60665	0	1	0	0	0	1	1	0	1	1	2	0	1	0	2	1	1	1	1	0	
isogroup60666	43	48	18	26	54	29	52	39	28	47	28	66	22	25	10	32	12	16	8	8	
isogroup60667	4	7	8	3	7	6	6	0	7	10	13	7	5	2	13	2	7	4	7	11	
isogroup60668	10	41	29	19	33	41	94	20	35	63	20	70	25	22	23	19	11	26	8	19	
isogroup60669	5	40	8	15	7	30	19	5	26	19	22	5	13	8	12	18	9	3	10	14	
isogroup60670	0	2	1	3	5	0	2	0	1	0	1	0	1	0	0	2	1	0	0	4	
isogroup60671	35	42	12	17	32	47	26	6	17	19	19	27	13	21	6	38	4	13	10	9	
isogroup60673	27	97	46	56	99	73	95	25	53	93	52	56	40	93	21	98	37	49	28	37	
isogroup60675	0	4	4	2	0	2	1	1	5	0	2	0	4	0	0	0	4	0	6	1	
isogroup60677	2	0	0	1	2	2	3	1	0	1	0	0	0	0	0	1	2	0	1	0	
isogroup60678	0	1	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	
isogroup60679	15	7	5	1	3	6	2	8	3	5	3	5	7	4	3	1	6	2	0	1	
isogroup6068	372	567	335	461	778	657	673	315	396	462	345	573	224	513	221	497	193	307	156	265	
isogroup60680	1	5	12	3	3	5	5	2	4	8	17	2	13	3	5	1	5	3	24	14	
isogroup60681	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
isogroup60682	20	23	17	28	33	40	20	0	0	0	0	4	3	36	14	23	8	13	2	8	
isogroup60683	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60684	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60685	0	0	10	0	1	2	17	1	8	11	5	3	6	0	2	0	4	0	8	5	
isogroup60686	2	4	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	
isogroup60687	2	11	2	4	14	8	6	0	2	4	4	13	4	7	3	3	3	2	1	3	
isogroup60689	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup6069	6	14	7	5	16	7	41	15	29	21	17	45	20	20	2	12	2	5	5	4	
isogroup60690	16	24	6	15	8	15	9	2	11	7	4	2	1	17	6	10	2	0	2	1	
isogroup60691	1	8	1	3	6	7	7	6	12	11	14	6	6	5	3	1	6	3	3	4	
isogroup60692	1	1	1	0	1	0	0	0	0	0	0	2	2	0	1	0	1	0	0	1	
isogroup60693	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	
isogroup60694	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	2	0	
isogroup60695	4	3	2	8	8	11	7	1	5	3	5	0	3	8	0	4	0	1	1	4	
isogroup60696	24	23	5	10	27	21	14	8	8	10	13	25	7	10	7	11	8	9	3	6	
isogroup60697	4	4	1	1	6	1	1	1	2	1	0	0	1	0	0	2	1	2	0	0	
isogroup60698	22	27	5	13	32	22	17	11	10	11	10	35	3	13	3	23	2	4	4	2	
isogroup60699	3	0	0	1	0	2	2	1	0	1	0	1	0	0	0	2	0	1	3	0	
isogroup607	30	56	20	29	40	66	31	20	24	28	23	21	34	26	12	15	10	12	11	8	
isogroup6070	0	1	2	0	0	1	1	0	1	0	3	2	0	0	1	0	0	0	0	1	
isogroup60700	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup60701	2	0	1	1	1	0	0	0	1	0	0	1	1	1	0	3	0	0	0	1	
isogroup60702	37	80	16	34	54	54	64	37	36	54	26	48	41	41	22	39	15	26	14	14	
isogroup60703	38	27	6	16	37	23	18	13	4	14	8	23	12	15	4	19	2	1	1	4	
isogroup60704	2	10	9	8	3	10	12	2	12	8	16	3	10	2	7	8	13	3	4	9	
isogroup60706	0	2	1	1	1	1	1	0	0	0	0	0	0	2	2	0	0	3	4	0	
isogroup60707	34	67	9	25	91	50	23	11	17	17	6	20	31	12	16	35	14	12	12	11	
isogroup60708	4	0	1	2	3	5	5	7	3	4	4	3	4	0	2	4	0	1	0	1	
isogroup60709	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup60711	0	5	0	0	2	3	0	1	0	0	2	0	0	1	1	4	0	0	0	0	
isogroup60713	19	35	17	9	47	26	28	6	8	14	11	22	22	20	10	20	6	15	9	17	
isogroup60714	0	2	2	1	0	1	3	0	1	1	2	2	0	1	2	0	0	0	0	1	
isogroup60715	5	13	8	10	5	13	22	3	18	14	21	11	11	3	16	10	23	10	14	17	
isogroup60716	7	57	26	46	14	58	34	8	22	22	65	13	41	28	33	33	30	5	25	19	
isogroup60717	9	19	8	12	19	10	10	7	3	16	6	11	4	20	4	5	4	5	3	3	
isogroup60718	0	1	1	0	0	0	0	0	1	3	2	4	2	0	0	0	1	0	1	0	
isogroup60719	12	12	9	9	11	15	32	30	28	34	22	39	25	9	10	5	12	16	14	10	
isogroup6072	2	0	0	0	0	0	1	1	1	3	3	1	2	0	0	0	0	0	0	0	
isogroup60720	0	1	0	1	0	1	0	0	0	1	3	0	1	0	0	0	0	0	2	0	
isogroup60721	0	4	0	1	0	2	4	0	1	0	0	0	2	0	2	0	0	0	0	1	
isogroup60722	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	
isogroup60723	6	10	3	5	3	0	6	3	1	3	4	6	3	2	6	0	2	1	4	3	
isogroup60724	1	3	5	2	4	2	2	0	8	2	0	3	6	1	3	2	1	1	2	0	
isogroup60725	9	9	2	6	16	17	2	0	4	1	3	2	1	7	2	5	2	0	1	2	
isogroup60726	13	13	6	7	16	16	14	11	12	23	16	23	11	14	11	12	7	5	7	3	
isogroup60727	1	2	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	
isogroup60728	1	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	2	1	0	0	
isogroup60729	1	11	2	6	1	7	0	0	4	2	3	0	5	2	0	1	2	1	10	2	
isogroup6073	1	6	2	1	13	1	7	3	6	7	10	7	10	0	7	1	6	9	2	1	
isogroup60730	10	2	3	5	0	2	2	5	5	3	3	3	2	0	3	1	3	6	2	3	
isogroup60731	9	6	2	3	3	5	2	0	1	1	0	3	2	0	0	2	1	2	1	0	
isogroup60733	0	6	4	3	3	4	0	0	3	2	8	3	3	0	2	0	0	2	3	3	
isogroup60734	12	13	4	10	18	15	4	1	3	1	7	4	4	7	4	9	4	3	1	5	
isogroup60735	18	53	16	51	39	42	28	27	51	37	68	32	31	17	23	17	23	21	16	12	
isogroup60736	2	5	1	1	5	3	4	1	1	0	4	0	3	1	1	1	2	0	1	0	
isogroup60737	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60738	12	41	6	37	40	36	22	7	23	18	18	23	17	17	12	34	10	9	10	6	
isogroup60739	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	
isogroup6074	17	19	9	23	38	27	41	21	22	44	30	48	20	17	12	20	5	15	4	3	
isogroup60740	6	4	4	4	9	4	15	4	7	15	12	15	6	6	6	5	2	8	3	5	
isogroup60741	0	5	1	1	2	1	1	0	4	2	5	0	5	0	1	0	3	2	4	0	
isogroup60742	55	131	30	48	121	94	98	24	49	79	34	66	22	41	29	86	4	23	13	19	
isogroup60744	2	5	1	3	7	17	3	0	7	7	4	3	4	8	2	8	0	0	1	1	
isogroup60745	8	12	12	11	13	21	17	13	17	6	8	15	16	4	12	3	13	9	8	8	
isogroup60747	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	
isogroup60748	3	8	2	4	7	7	0	0	0	0	0	1	0	1	0	4	0	0	0	0	
isogroup60749	9	26	8	12	22	17	26	5	15	22	12	15	10	18	6	28	13	9	0	11	
isogroup6075	0	0	0	2	1	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	
isogroup60750	9	7	4	11	9	15	6	2	3	5	4	9	7	10	3	9	4	5	2	6	
isogroup60751	84	92	24	97	179	108	40	9	8	15	22	34	19	63	12	56	16	8	4	16	
isogroup60752	0	2	3	0	2	0	0	2	0	1	1	0	0	1	1	0	0	3	1	2	
isogroup60753	0	0	0	0	0	1	3	1	1	1	3	3	0	0	0	0	0	0	0	0	
isogroup60754	3	5	8	2	5	6	5	0	3	5	3	3	3	1	4	3	10	4	5	1	
isogroup60755	11	19	10	11	19	11	9	9	9	6	14	9	13	13	8	6	8	23	15	8	
isogroup60756	2	5	2	3	0	6	6	0	0	5	4	1	4	2	4	7	1	1	1	1	
isogroup60757	22	24	13	20	37	23	53	19	16	40	29	44	9	12	3	12	7	27	5	10	
isogroup60758	2	2	1	7	10	2	5	5	6	2	2	10	2	3	3	1	2	2	0	1	
isogroup60759	1	0	2	4	3	6	3	0	0	1	4	9	1	1	2	2	1	0	0	1	
isogroup6076	0	0	25	0	0	0	0	0	1	0	38	0	2	0	0	0	0	4	0	39	
isogroup60760	1	1	2	0	1	2	0	0	0	0	7	0	1	0	0	0	0	0	0	12	
isogroup60762	10	5	3	2	1	6	0	1	7	1	4	1	6	1	2	4	6	1	8	2	
isogroup60763	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup60764	1	7	3	4	2	3	5	2	2	1	3	0	5	1	2	2	4	0	5	3	
isogroup60765	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
isogroup60766	5	5	2	2	0	4	3	4	2	5	3	2	4	0	1	1	0	0	0	2	
isogroup60767	4	55	10	2	11	8	16	2	33	33	11	12	7	4	23	14	4	1	3	3	
isogroup60768	0	3	0	0	0	2	1	0	1	0	0	0	0	1	1	2	1	0	2	0	
isogroup60769	9	5	0	4	4	1	1	1	1	2	1	4	2	0	3	2	0	5	1	0	
isogroup6077	1	3	1	0	0	2	0	0	1	0	0	1	0	1	1	2	0	0	0	0	
isogroup60770	0	3	2	1	1	3	0	1	1	0	0	0	1	3	1	0	1	1	0	1	
isogroup60771	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	
isogroup60772	8	4	2	0	0	1	2	2	3	2	2	1	6	0	0	6	0	2	2	1	
isogroup60773	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60774	0	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
isogroup60775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	
isogroup60776	2	5	10	7	0	9	7	1	7	5	11	6	3	4	6	9	3	0	2	2	
isogroup60778	26	29	5	12	20	10	11	7	3	12	6	15	17	7	4	11	4	9	7	2	
isogroup60779	10	8	7	1	9	9	7	4	8	11	4	16	2	6	3	3	3	4	2	4	
isogroup6078	0	4	6	2	0	1	1	1	4	1	10	1	0	0	1	1	0	0	1	11	
isogroup60780	5	8	117	1	0	2	2	0	5	0	188	0	3	3	0	0	3	19	14	488	
isogroup60781	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	12	
isogroup60782	20	147	13	116	34	107	42	6	28	24	42	22	12	78	20	129	12	12	22	10	
isogroup60783	5	5	2	1	3	2	2	0	2	3	0	4	2	1	4	0	0	1	1	1	
isogroup60784	4	2	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	
isogroup60785	0	0	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0	2	
isogroup60786	1	9	2	2	6	8	13	4	6	4	7	6	2	3	0	5	1	1	1	0	
isogroup60787	134	164	106	162	301	222	242	76	124	152	102	167	43	130	47	177	26	53	17	21	
isogroup60789	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	
isogroup6079	1	5	0	2	6	3	4	1	1	0	1	0	0	3	1	2	1	0	1	0	
isogroup60791	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	
isogroup60792	72	77	24	37	52	69	41	24	30	37	26	35	26	32	9	49	7	15	16	8	
isogroup60793	7	13	5	12	17	6	2	0	0	0	0	1	0	3	1	7	2	3	4	6	
isogroup60794	47	29	13	12	25	21	13	4	5	9	6	10	3	19	1	17	1	5	2	6	
isogroup60795	1	3	0	2	1	3	1	0	0	1	0	2	0	1	0	2	0	2	0	0	
isogroup60797	0	3	0	1	2	2	10	3	6	7	4	3	2	5	0	4	2	3	4	2	
isogroup60798	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	
isogroup60799	7	16	7	9	9	26	11	3	13	13	11	8	6	9	3	5	8	5	9	4	
isogroup608	17	36	19	33	34	30	58	9	26	23	30	30	8	33	6	26	10	19	3	8	
isogroup6080	4	7	7	2	4	2	8	2	5	7	4	9	4	3	5	3	5	10	0	4	
isogroup60800	40	95	74	82	154	91	114	57	101	84	123	129	57	70	48	61	71	76	61	120	
isogroup60801	7	1	2	7	5	10	9	2	5	6	1	5	9	3	3	7	3	4	0	3	
isogroup60802	7	2	7	8	2	10	0	0	4	3	2	2	2	2	1	4	0	2	1	0	
isogroup60803	9	30	9	15	5	20	13	4	40	9	29	5	10	7	13	21	10	5	18	5	
isogroup60804	2	5	1	2	4	1	0	3	1	1	2	2	3	1	0	1	0	0	0	0	
isogroup60805	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60806	20	28	6	20	39	26	64	8	27	40	30	41	19	17	9	35	5	9	4	2	
isogroup60807	32	26	7	13	34	20	20	5	6	16	3	21	9	16	3	21	1	3	2	0	
isogroup60808	6	16	5	10	25	14	2	3	5	9	10	29	3	8	5	15	4	12	5	8	
isogroup60809	0	1	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup6081	2	9	2	9	2	9	7	0	5	5	7	1	2	8	5	5	0	0	1	0	
isogroup60810	2	7	25	1	1	1	1	0	1	1	38	0	1	0	0	1	3	0	3	82	
isogroup60812	8	5	4	3	7	7	17	11	9	15	7	9	17	1	13	3	8	6	12	2	
isogroup60813	8	14	67	4	12	14	29	18	26	27	73	23	18	10	16	6	21	30	19	73	
isogroup60814	4	25	8	17	13	18	10	3	13	2	19	6	20	7	10	7	9	4	12	13	
isogroup60815	1	8	2	3	1	3	6	1	4	2	3	9	0	1	1	3	0	0	0	1	
isogroup60817	1	5	3	6	6	3	6	1	1	5	2	7	1	1	3	9	4	1	0	2	
isogroup60818	9	18	7	9	20	9	12	1	9	16	1	16	4	7	3	11	4	5	5	4	
isogroup60819	6	20	10	8	3	16	11	8	21	17	32	3	25	1	12	4	30	8	68	11	
isogroup6082	6	8	0	3	8	7	4	3	2	1	1	2	7	2	6	2	1	3	2	1	
isogroup60820	0	0	0	0	0	1	6	1	2	2	4	0	1	0	0	1	1	0	0	0	
isogroup60821	3	1	0	2	5	1	1	0	1	1	1	2	1	2	1	0	0	0	1	0	
isogroup60822	0	0	0	0	0	1	0	0	4	1	2	0	1	0	0	0	0	1	0	1	
isogroup60823	1	2	0	4	0	1	3	0	4	6	6	0	2	1	0	0	1	1	2	0	
isogroup60825	9	10	2	3	13	5	8	5	2	7	2	5	7	4	3	5	3	10	1	3	
isogroup60826	2	2	2	0	3	4	4	2	0	0	1	0	4	1	0	1	2	0	5	0	
isogroup60827	0	2	2	0	0	2	1	0	1	1	3	4	4	3	0	1	2	0	2	1	
isogroup60828	6	12	6	5	22	10	14	4	4	7	4	16	7	12	9	10	9	7	5	9	
isogroup60829	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup6083	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	1	
isogroup60830	0	1	0	0	1	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0	
isogroup60831	1	11	8	10	5	11	22	6	16	25	39	19	22	7	12	6	26	5	15	7	
isogroup60832	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup60833	1	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup60835	1	11	1	1	1	5	4	1	1	3	1	3	4	3	0	3	0	3	1	6	
isogroup60836	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup60837	3	17	13	5	8	7	9	3	5	9	8	2	7	3	14	10	24	13	11	22	
isogroup60838	71	70	29	39	93	60	62	62	43	25	49	62	54	34	40	39	33	55	38	25	
isogroup60839	0	0	0	0	1	0	1	0	0	0	0	1	2	2	0	0	0	1	0	0	
isogroup6084	12	37	13	10	50	27	29	8	11	16	10	21	13	23	15	27	12	19	8	14	
isogroup60840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	
isogroup60841	7	15	2	4	16	4	9	3	4	9	0	14	4	6	3	5	0	11	1	3	
isogroup60842	17	7	1	4	5	7	1	0	0	0	0	0	0	1	0	6	0	0	0	0	
isogroup60843	0	2	0	2	1	0	0	1	1	2	0	0	0	0	4	1	4	0	1	2	
isogroup60844	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	0	1	0	0	
isogroup60845	1	6	0	0	0	1	0	3	3	7	1	0	1	0	3	3	1	0	0	0	
isogroup60846	27	42	12	33	24	30	19	11	21	23	18	15	18	18	11	40	8	6	15	14	
isogroup60847	19	19	3	6	18	21	11	14	18	15	8	19	4	5	7	9	6	7	3	4	
isogroup60848	0	2	1	0	1	2	2	1	1	0	1	0	1	0	2	1	2	1	1	0	
isogroup60849	3	0	0	0	1	2	0	1	1	2	0	1	0	2	0	0	0	0	0	0	
isogroup6085	20	20	12	10	18	10	10	6	1	5	4	8	5	10	6	15	10	17	3	12	
isogroup60850	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup60851	51	54	31	36	85	55	64	22	31	49	16	72	19	38	12	39	12	24	7	16	
isogroup60852	0	0	2	2	0	0	0	0	2	1	3	0	1	2	0	0	2	0	1	3	
isogroup60853	21	13	10	14	20	19	19	12	15	12	8	11	13	10	9	8	10	6	2	8	
isogroup60854	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup60855	8	16	14	14	27	10	21	15	16	23	8	33	5	15	5	19	5	22	2	10	
isogroup60856	3	3	0	4	4	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	
isogroup60857	0	1	0	1	0	1	1	0	0	0	0	2	0	1	1	0	0	0	1	0	
isogroup60858	57	66	22	50	108	64	26	23	15	26	15	21	33	29	27	38	20	45	21	30	
isogroup60859	14	31	10	15	30	14	7	1	1	4	0	2	1	16	3	16	1	3	1	4	
isogroup6086	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup60860	0	6	5	3	3	6	7	3	5	4	2	0	4	5	2	4	6	0	3	0	
isogroup60861	9	30	15	27	16	30	16	5	21	20	21	11	16	10	19	26	8	9	17	13	
isogroup60863	0	5	1	1	1	2	0	0	1	0	0	1	2	1	0	1	0	1	0	0	
isogroup60864	16	25	5	28	34	9	11	2	6	2	13	7	4	10	4	11	2	7	1	1	
isogroup60865	70	87	23	43	75	67	73	29	31	47	21	67	37	46	13	41	8	14	6	15	
isogroup60867	58	71	24	48	117	97	42	26	12	37	13	48	20	41	25	49	12	32	4	13	
isogroup60868	3	16	10	6	3	13	19	0	9	17	20	4	4	11	4	12	8	3	4	9	
isogroup60869	27	60	25	44	51	50	86	36	34	61	34	75	50	45	8	43	9	18	8	6	
isogroup60870	0	7	1	5	1	3	4	1	1	1	6	2	1	2	0	6	4	0	1	3	
isogroup60871	17	37	9	22	35	18	17	5	17	9	10	15	2	22	4	22	9	11	9	7	
isogroup60872	1	6	2	2	1	5	4	1	6	4	2	0	3	0	4	1	4	0	3	3	
isogroup60873	2	9	6	4	1	9	8	1	13	7	14	0	9	0	2	2	6	3	6	3	
isogroup60874	3	1	0	1	1	2	1	0	0	1	1	0	4	1	2	2	2	2	1	0	
isogroup60875	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup60876	2	1	0	0	3	5	1	1	1	2	1	0	1	3	0	0	0	1	1	2	
isogroup60877	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	
isogroup60878	12	25	5	10	16	10	4	0	4	4	6	4	1	7	1	8	3	3	3	4	
isogroup60879	11	23	11	11	16	23	23	7	7	11	5	21	10	10	4	28	3	7	5	4	
isogroup6088	0	1	3	1	0	1	2	0	2	1	1	0	2	2	0	2	0	1	1	4	
isogroup60880	11	8	2	6	10	3	2	5	1	6	3	7	2	1	4	7	5	6	5	1	
isogroup60881	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10	
isogroup60882	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup60883	10	2	2	3	5	9	37	2	10	12	10	14	3	3	0	8	1	0	0	0	
isogroup60884	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	
isogroup60886	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup60887	8	10	2	5	9	10	3	1	3	1	4	2	3	4	0	8	1	4	1	1	
isogroup60888	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup6089	7	16	4	11	6	14	3	0	2	2	2	1	2	6	0	9	0	0	0	1	
isogroup60890	73	78	75	57	79	101	62	51	48	53	57	51	37	39	45	47	30	22	16	31	
isogroup60891	0	0	0	0	0	2	1	1	0	0	0	0	0	2	3	0	0	1	0	3	
